chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs51700370	18823698	0	X	Y	0.257	3.833554e-03	2.295306e-03	3.085690e-01	9.621690e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000433	-9	0	X	Y	0.257	3.833554e-03	2.295306e-03	3.085690e-01	9.621690e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000434	-9	0	X	Y	0.254	3.427087e-03	2.305480e-03	3.140221e-01	1.384883e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs31772262	20623542	0	X	Y	0.254	3.427087e-03	2.305480e-03	3.140221e-01	1.384883e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs3670611	20633818	0	X	Y	0.252	3.173202e-03	2.309777e-03	3.150011e-01	1.708088e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000445	-9	1	X	Y	0.253	3.142853e-03	2.315483e-03	3.167410e-01	1.759815e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000048	-9	1	X	Y	0.253	2.583568e-03	2.333587e-03	3.366601e-01	2.693727e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs36660068	20775218	0	X	Y	0.254	2.523336e-03	2.326676e-03	3.386206e-01	2.792437e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs6404446	20784227	0	X	Y	0.254	2.523336e-03	2.326676e-03	3.386206e-01	2.792437e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000049	-9	0	X	Y	0.254	2.523336e-03	2.326676e-03	3.386206e-01	2.792437e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000499	-9	0	X	Y	0.254	2.523336e-03	2.326676e-03	3.386206e-01	2.792437e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000500	-9	0	X	Y	0.256	2.972364e-03	2.316553e-03	3.220294e-01	2.007218e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32101154	21591279	0	X	Y	0.256	2.972364e-03	2.316553e-03	3.220294e-01	2.007218e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000501	-9	1	X	Y	0.255	2.969617e-03	2.323987e-03	3.219369e-01	2.025768e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000050	-9	1	X	Y	0.253	3.447402e-03	2.305490e-03	2.957747e-01	1.361775e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs6253968	21638464	0	X	Y	0.252	3.410265e-03	2.300648e-03	2.958791e-01	1.395985e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32315565	21640961	0	X	Y	0.252	3.410265e-03	2.300648e-03	2.958791e-01	1.395985e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000051	-9	0	X	Y	0.252	3.410265e-03	2.300648e-03	2.958791e-01	1.395985e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000511	-9	0	X	Y	0.252	3.410265e-03	2.300648e-03	2.958791e-01	1.395985e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs31766107	22062131	0	X	Y	0.254	4.338370e-03	2.292559e-03	2.863090e-01	5.967084e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000512	-9	0	X	Y	0.254	4.338370e-03	2.292559e-03	2.863090e-01	5.967084e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000518	-9	0	X	Y	0.254	4.338370e-03	2.292559e-03	2.863090e-01	5.967084e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000052	-9	0	X	Y	0.255	4.988268e-03	2.298003e-03	3.214323e-01	3.095590e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs46856073	22104486	0	X	Y	0.255	4.988268e-03	2.298003e-03	3.214323e-01	3.095590e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs46249537	22104600	0	X	Y	0.255	4.988268e-03	2.298003e-03	3.214323e-01	3.095590e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs31949292	22168405	0	X	Y	0.253	5.156568e-03	2.289316e-03	2.982836e-01	2.521755e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000519	-9	0	X	Y	0.253	5.156568e-03	2.289316e-03	2.982836e-01	2.521755e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000053	-9	0	X	Y	0.251	5.322601e-03	2.289909e-03	2.918492e-01	2.095891e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs30499557	22400540	0	X	Y	0.251	5.322601e-03	2.289909e-03	2.918492e-01	2.095891e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000054	-9	1	X	Y	0.250	5.357558e-03	2.292129e-03	2.925408e-01	2.026043e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000055	-9	1	X	Y	0.249	5.681883e-03	2.246351e-03	2.766338e-01	1.208159e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000520	-9	1	X	Y	0.244	5.492555e-03	2.225458e-03	2.438430e-01	1.429828e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000056	-9	1	X	Y	0.244	5.492555e-03	2.225458e-03	2.438430e-01	1.429828e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs6316488	23145049	0	X	Y	0.243	5.474761e-03	2.217942e-03	2.449114e-01	1.428498e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32400861	23152100	0	X	Y	0.248	5.209356e-03	2.216945e-03	2.212098e-01	1.961241e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32597415	23379426	0	X	Y	0.248	5.209356e-03	2.216945e-03	2.212098e-01	1.961241e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs228543676	23495995	0	X	Y	0.250	5.115576e-03	2.215551e-03	2.151404e-01	2.181533e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000521	-9	0	X	Y	0.250	5.115576e-03	2.215551e-03	2.151404e-01	2.181533e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000057	-9	0	X	Y	0.234	4.465388e-03	2.224276e-03	2.532888e-01	4.583407e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs239824187	23576777	0	X	Y	0.234	4.465388e-03	2.224276e-03	2.532888e-01	4.583407e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000058	-9	1	X	Y	0.235	4.409143e-03	2.235067e-03	2.660207e-01	4.970067e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs13475765	23815235	0	X	Y	0.236	4.298750e-03	2.234970e-03	2.799957e-01	5.563755e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs4222215	23996126	0	X	Y	0.236	4.298750e-03	2.234970e-03	2.799957e-01	5.563755e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs13475766	24109329	0	X	Y	0.236	4.298750e-03	2.234970e-03	2.799957e-01	5.563755e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs31567874	25237332	0	X	Y	0.236	4.298750e-03	2.234970e-03	2.799957e-01	5.563755e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000059	-9	0	X	Y	0.236	4.298750e-03	2.234970e-03	2.799957e-01	5.563755e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000060	-9	0	X	Y	0.248	4.381031e-03	2.240498e-03	2.929019e-01	5.172321e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32245765	25298573	0	X	Y	0.248	4.381031e-03	2.240498e-03	2.929019e-01	5.172321e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32487442	25351001	0	X	Y	0.248	4.381031e-03	2.240498e-03	2.929019e-01	5.172321e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000522	-9	0	X	Y	0.248	4.381031e-03	2.240498e-03	2.929019e-01	5.172321e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000061	-9	0	X	Y	0.250	4.085807e-03	2.247309e-03	3.049634e-01	7.032372e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs13475771	25432521	0	X	Y	0.250	4.085807e-03	2.247309e-03	3.049634e-01	7.032372e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000062	-9	1	X	Y	0.251	4.088219e-03	2.253394e-03	3.016811e-01	7.091449e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000063	-9	1	X	Y	0.264	3.736360e-03	2.301157e-03	3.390429e-01	1.057830e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs13475772	25575438	0	X	Y	0.265	3.700153e-03	2.296508e-03	3.361813e-01	1.084766e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32249228	25700998	0	X	Y	0.265	3.700153e-03	2.296508e-03	3.361813e-01	1.084766e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000523	-9	0	X	Y	0.265	3.700153e-03	2.296508e-03	3.361813e-01	1.084766e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000064	-9	0	X	Y	0.270	4.477806e-03	2.280072e-03	3.052580e-01	5.072201e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32331653	25827733	0	X	Y	0.270	4.477806e-03	2.280072e-03	3.052580e-01	5.072201e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32086436	26858757	0	X	Y	0.270	4.477806e-03	2.280072e-03	3.052580e-01	5.072201e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000524	-9	0	X	Y	0.270	4.477806e-03	2.280072e-03	3.052580e-01	5.072201e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000065	-9	0	X	Y	0.273	4.066511e-03	2.274199e-03	2.825552e-01	7.504713e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000066	-9	0	X	Y	0.266	3.671512e-03	2.244900e-03	2.667295e-01	1.032850e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs48222526	27253420	0	X	Y	0.266	3.671512e-03	2.244900e-03	2.667295e-01	1.032850e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs223334166	27306300	0	X	Y	0.266	3.671512e-03	2.244900e-03	2.667295e-01	1.032850e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs31670161	28502227	0	X	Y	0.266	3.671512e-03	2.244900e-03	2.667295e-01	1.032850e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000067	-9	0	X	Y	0.264	3.869236e-03	2.239167e-03	2.595387e-01	8.530548e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs31134323	28761550	0	X	Y	0.264	3.869236e-03	2.239167e-03	2.595387e-01	8.530548e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000068	-9	1	X	Y	0.265	3.841495e-03	2.246152e-03	2.568366e-01	8.853831e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs47868189	29076562	0	X	Y	0.265	3.844263e-03	2.246107e-03	2.569863e-01	8.830411e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000525	-9	0	X	Y	0.265	3.844263e-03	2.246107e-03	2.569863e-01	8.830411e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000069	-9	0	X	Y	0.263	4.104909e-03	2.243790e-03	2.545210e-01	6.859872e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs31600419	29088485	0	X	Y	0.263	4.104909e-03	2.243790e-03	2.545210e-01	6.859872e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs30514876	29155851	0	X	Y	0.263	4.104909e-03	2.243790e-03	2.545210e-01	6.859872e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32110348	30126538	0	X	Y	0.263	4.104909e-03	2.243790e-03	2.545210e-01	6.859872e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000526	-9	0	X	Y	0.263	4.104909e-03	2.243790e-03	2.545210e-01	6.859872e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000070	-9	0	X	Y	0.265	4.107379e-03	2.246836e-03	2.670361e-01	6.880643e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs31590459	30701800	0	X	Y	0.265	4.107379e-03	2.246836e-03	2.670361e-01	6.880643e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32372810	30813482	0	X	Y	0.267	4.052989e-03	2.255180e-03	2.844092e-01	7.358919e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000071	-9	1	X	Y	0.266	4.114013e-03	2.259829e-03	2.854355e-01	6.995511e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32684509	30851224	0	X	Y	0.265	4.136870e-03	2.252379e-03	2.862581e-01	6.752207e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs230225148	31062737	0	X	Y	0.265	4.136870e-03	2.252379e-03	2.862581e-01	6.752207e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000527	-9	0	X	Y	0.265	4.136870e-03	2.252379e-03	2.862581e-01	6.752207e-02	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000072	-9	0	X	Y	0.256	2.435729e-03	2.285006e-03	3.332333e-01	2.875348e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs48664698	31659464	0	X	Y	0.256	2.435729e-03	2.285006e-03	3.332333e-01	2.875348e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs32760971	32082234	0	X	Y	0.256	2.435729e-03	2.285006e-03	3.332333e-01	2.875348e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs31818207	32159236	0	X	Y	0.256	2.435729e-03	2.285006e-03	3.332333e-01	2.875348e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000528	-9	0	X	Y	0.256	2.435729e-03	2.285006e-03	3.332333e-01	2.875348e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000073	-9	0	X	Y	0.254	2.742464e-03	2.278288e-03	3.202433e-01	2.299016e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000074	-9	0	X	Y	0.248	1.618918e-03	2.304540e-03	3.486862e-01	4.830685e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000075	-9	0	X	Y	0.264	2.636018e-03	2.287494e-03	2.922292e-01	2.503438e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs30598074	32343834	0	X	Y	0.264	2.636018e-03	2.287494e-03	2.922292e-01	2.503438e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs13475795	32498420	0	X	Y	0.264	2.636018e-03	2.287494e-03	2.922292e-01	2.503438e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000529	-9	0	X	Y	0.264	2.636018e-03	2.287494e-03	2.922292e-01	2.503438e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000076	-9	0	X	Y	0.266	2.334288e-03	2.292614e-03	3.044533e-01	3.096407e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs30849932	33368251	0	X	Y	0.266	2.334288e-03	2.292614e-03	3.044533e-01	3.096407e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000077	-9	1	X	Y	0.267	2.274407e-03	2.297432e-03	2.998275e-01	3.232032e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
1	rs46323879	33721638	0	X	Y	0.268	2.198595e-03	2.290148e-03	2.966042e-01	3.380303e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000078	-9	0	X	Y	0.268	2.198595e-03	2.290148e-03	2.966042e-01	3.380303e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000079	-9	0	X	Y	0.270	2.617797e-03	2.294329e-03	2.787911e-01	2.550371e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
-9	rsm10000000080	-9	0	X	Y	0.270	2.617797e-03	2.294329e-03	2.787911e-01	2.550371e-01	0	Bone mineral density by peripheral dual energy Xray absorptiometer PDEXA of 19week old females gcm2
